,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
915,The Abyss,2756,7.2,1084,13.461,1989,James Cameron,male,90000098,70000000
916,The Emperor's New Groove,11688,7.4,2356,13.459,2000,Mark Dindal,male,169327687,100000000
917,Tropic Thunder,7446,6.5,2345,13.453,2008,Ben Stiller,male,188072649,92000000
918,Bee Movie,5559,5.8,1791,13.451,2007,Steve Hickner,male,287594577,150000000
919,Very Good Girls,70706,6.0,177,13.45,2013,Naomi Foner Gyllenhaal,female,0,0
920,The Day the Earth Stood Still,828,7.5,410,13.449,1951,Robert Wise,male,0,1200000
921,Sorry to Bother You,424781,6.5,24,13.441,2018,Boots Riley,female,717302,0
922,Dumb and Dumber To,100042,5.4,1458,13.439,2014,Bobby Farrelly,male,169837010,40000000
923,Snowpiercer,110415,6.7,3829,13.414,2013,Bong Joon-ho,male,86758912,39200000
924,Casablanca,289,8.1,1984,13.413,1942,Michael Curtiz,male,10462500,878000
925,Enter the Dragon,9461,7.4,634,13.413,1973,Robert Clouse,male,0,10000000
926,13 Hours: The Secret Soldiers of Benghazi,300671,7.0,1290,13.41,2016,Michael Bay,male,69411370,50000000
927,DragonHeart: A New Beginning,10473,5.4,106,13.403,2000,Doug Lefler,male,0,0
928,Cloud Atlas,83542,6.8,3786,13.389,2012,Lilly Wachowski,female,130482868,102000000
929,The DUFF,272693,6.8,2126,13.385,2015,Ari Sandel,male,43528634,8500000
930,Willy Wonka & the Chocolate Factory,252,7.4,1228,13.383,1971,Mel Stuart,female,4000000,3000000
931,Evan Almighty,2698,5.3,1723,13.381,2007,Tom Shadyac,male,173000000,175000000
932,Sausage Party,223702,5.6,3241,13.381,2016,Conrad Vernon,male,140705322,19000000
933,Salyut-7,438740,7.0,95,13.377,2017,Klim Shipenko,female,13767037,15000000
934,Moonrise Kingdom,83666,7.7,2337,13.374,2012,Wes Anderson,male,68263166,16000000
935,Teenage Mutant Ninja Turtles: Out of the Shadows,308531,5.8,1438,13.366,2016,Dave Green,male,245623848,135000000
936,Deep Impact,8656,6.0,1145,13.365,1998,Mimi Leder,female,140464664,75000000
937,The Lego Movie,137106,7.5,3933,13.363,2014,Phil Lord,male,469160692,60000000
938,AVP: Alien vs. Predator,395,5.6,1690,13.362,2004,Paul W.S. Anderson,male,171183863,70000000
939,The Help,50014,8.0,2906,13.359,2011,Tate Taylor,male,124272124,25000000
940,Groundhog Day,137,7.5,3170,13.358,1993,Harold Ramis,male,70906973,14600000
941,Orphan,21208,6.8,1895,13.356,2009,Jaume Collet-Serra,male,41596251,20000000
942,Scream,4232,7.1,2164,13.343,1996,Wes Craven,male,173046663,14000000
943,The Drop,154400,6.7,1036,13.337,2014,Michaël R. Roskam,male,19054534,12600000
944,The Interview,228967,6.2,2943,13.331,2014,Evan Goldberg,male,12342632,44000000
945,Fantasia,756,7.3,1159,13.322,1940,Samuel Armstrong,male,83320000,2280000
946,Saw: The Final Chapter,41439,5.9,1125,13.315,2010,Kevin Greutert,male,136150434,20000000
947,Star Wars: Episode II - Attack of the Clones,1894,6.5,5743,13.302,2002,George Lucas,male,649398328,120000000
948,Shikari,407312,5.0,1,13.288,2000,N. Chandra,,0,0
949,Dark Crimes,340674,5.2,51,13.28,2016,Alexandros Avranas,male,0,4480393
950,The Man from U.N.C.L.E.,203801,7.1,2941,13.275,2015,Guy Ritchie,male,108145109,75000000
951,Happy Death Day,440021,6.5,1817,13.267,2017,Christopher B. Landon,male,122637878,4800000
952,Room,264644,8.1,4121,13.264,2015,Lenny Abrahamson,male,35401758,6000000
953,Mr. Right,333385,6.3,569,13.26,2016,Paco Cabezas,male,34694,8000000
954,Friday the 13th,13207,5.7,855,13.255,2009,Marcus Nispel,male,91379051,19000000
955,Apollo 18,50357,5.0,415,13.249,2011,Gonzalo López-Gallego,male,25562924,5000000
956,8MM,8224,6.1,652,13.247,1999,Joel Schumacher,male,96618699,40000000
957,Smokin' Aces,7516,6.4,686,13.245,2006,Joe Carnahan,male,57103895,17000000
958,Apocalypse Now,28,8.2,2990,13.233,1979,Francis Ford Coppola,male,89460381,31500000
959,Sunshine,1272,7.0,1561,13.23,2007,Danny Boyle,male,32017803,50000000
960,The Good Dinosaur,105864,6.7,2457,13.228,2015,Peter Sohn,male,331926147,175000000
961,Stonehearst Asylum,207933,6.7,535,13.226,2014,Brad Anderson,male,0,0
962,The Elephant Man,1955,8.0,1076,13.218,1980,David Lynch,male,26010864,5000000
963,Boyhood,85350,7.5,2564,13.208,2014,Richard Linklater,male,44349000,4000000
964,Mythica: A Quest for Heroes,321068,5.9,74,13.206,2014,Anne K. Black,female,0,0
965,Guardians,354556,4.5,256,13.205,2017,Sarik Andreasyan,,4803565,5400000
966,Dark Shadows,62213,5.8,3288,13.179,2012,Tim Burton,male,245527149,150000000
967,Homefront,204082,6.4,1145,13.179,2013,Gary Fleder,male,43058898,22000000
968,Colossal,339967,6.1,776,13.178,2016,Nacho Vigalondo,male,3029287,0
969,Bad Boys,9737,6.5,2291,13.178,1995,Michael Bay,male,141407024,19000000
970,Commando,10999,6.5,995,13.17,1985,Mark L. Lester,male,57500000,10000000
971,Mr. & Mrs. Smith,787,6.6,4296,13.159,2005,Doug Liman,male,478207520,110000000
972,A Silent Voice,378064,8.3,519,13.158,2016,Naoko Yamada,female,310407,0
973,Tarzan,37135,7.3,2633,13.153,1999,Chris Buck,male,448000000,150000000
974,Armageddon,95,6.6,3425,13.153,1998,Michael Bay,male,553799566,140000000
975,Batman Forever,414,5.3,2136,13.152,1995,Joel Schumacher,male,336529144,100000000
976,Anchorman: The Legend of Ron Burgundy,8699,6.8,1940,13.151,2004,Adam McKay,male,90574188,26000000
977,The Blues Brothers,525,7.7,1514,13.15,1980,John Landis,male,115229890,27000000
978,Coraline,14836,7.5,2200,13.144,2009,Henry Selick,male,124596398,60000000
979,Kit Kittredge: An American Girl,8359,6.2,53,13.132,2008,Patricia Rozema,female,0,0
980,Snatch,107,7.7,3818,13.124,2000,Guy Ritchie,male,83557872,10000000
981,Johnny English,9486,6.1,1215,13.124,2003,Peter Howitt,male,160583018,40000000
982,Indecent Proposal,4478,5.9,434,13.121,1993,Adrian Lyne,male,266614059,38000000
983,Halloween,948,7.5,1558,13.115,1978,John Carpenter,male,0,10000000
984,Detroit,407448,7.3,534,13.113,2017,Kathryn Bigelow,female,16790139,34000000
985,Devil's Knot,152792,5.9,282,13.112,2013,Atom Egoyan,male,0,15000000
986,Vicky Cristina Barcelona,5038,6.7,1520,13.105,2008,Woody Allen,male,96408652,15000000
987,Spy Kids,10054,5.6,1317,13.102,2001,Robert Rodriguez,male,147934180,35000000
988,Calibre,474051,6.7,48,13.087,2018,Matt Palmer,male,0,0
989,The Big Sick,416477,7.5,892,13.086,2017,Michael Showalter,male,56303596,5000000
990,15+ IQ Krachoot,483877,4.0,22,13.086,2017,Napat jidwerapat,male,0,0
991,The Holiday,1581,6.8,1833,13.079,2006,Nancy Meyers,female,194168700,85000000
992,Return of the Jedi,1892,8.0,6555,13.078,1983,Richard Marquand,male,572700000,32350000
993,Flight,87502,6.6,2978,13.077,2012,Robert Zemeckis,male,161772375,31000000
994,Gulebakavali,463958,9.0,1,13.075,2018,Kalyan,male,0,0
995,Captain Fantastic,334533,7.9,2553,13.075,2016,Matt Ross,male,5879736,5000000
996,DragonHeart,8840,6.5,790,13.07,1996,Rob Cohen,male,115267375,57000000
997,Final Destination,9532,6.4,2028,13.067,2000,James Wong,male,53302314,23000000
998,Nocturnal Animals,340666,7.3,3022,13.061,2016,Tom Ford,male,29252978,22500000
999,Crank,1948,6.6,1543,13.054,2006,Brian Taylor,male,42931041,12000000
